node_id,alias,expression_raw,expr_type,alias_table,field,primary_table
296,ДатаОкончанияВыплат24,"ВЫБОР
		КОГДА ВТ_СостоянияПенсионныхСчетов.Состояние = ЗНАЧЕНИЕ(Перечисление.уп_СостоянияПС.НакопительныйПериод)
			ТОГДА ""-""
		КОГДА ВТ_СостоянияПенсионныхСчетов.Состояние = ЗНАЧЕНИЕ(Перечисление.уп_СостоянияПС.ПодготовкаКЗакрытию)
			ТОГДА ""-""
		КОГДА ВТ_Схемы_Свойства.ТипПенсионнойСхемы <> ЗНАЧЕНИЕ(Перечисление.уп_ТипыПенсионныхСхем.СрочныхВыплат)
			ТОГДА ""-""
		КОГДА ВТ_ДатыОкончанияСрочныхВыплат.ДатаОкончанияСВ ЕСТЬ НЕ NULL 
			ТОГДА ВТ_ДатыОкончанияСрочныхВыплат.ДатаОкончанияСВ
		КОГДА ВТ_СостоянияПенсионныхСчетов.Состояние = ЗНАЧЕНИЕ(Перечисление.уп_СостоянияПС.Закрыт)
				И ВТ_ПС_Свойства_ТранзитныеОбязательства.ПричинаЗакрытия = ЗНАЧЕНИЕ(Перечисление.уп_ПричиныЗакрытияПС.ДоговорВыполнен)
			ТОГДА ВЫБОР
					КОГДА ВТ_ОстаткиВыплат.Остаток ЕСТЬ NULL
						ТОГДА ВТ_ПоследниеВыплатыПоРегиструВыплат.ПоследняяВыплата
					КОГДА ВТ_ПС_Свойства_ТранзитныеОбязательства.ПричинаЗакрытия = ЗНАЧЕНИЕ(Перечисление.уп_ПричиныЗакрытияПС.ДоговорВыполнен)
						ТОГДА ВЫБОР
								КОГДА ВТ_ОстаткиВыплат.Остаток ЕСТЬ NULL
									ТОГДА ВТ_СостоянияПенсионныхСчетов.Период
								КОГДА ВТ_ОстаткиВыплат.Остаток > 0
									ТОГДА ВТ_СостоянияПенсионныхСчетов.Период
								КОГДА ВТ_ОстаткиВыплат.Остаток = 0
										И ВТ_СостоянияПенсионныхСчетов.Период > ВТ_ПоследниеВыплаты.ПоследняяВыплата
									ТОГДА ВТ_ПоследниеВыплаты.ПоследняяВыплата
								ИНАЧЕ ВТ_СостоянияПенсионныхСчетов.Период
							КОНЕЦ
					ИНАЧЕ ""-""
				КОНЕЦ
		КОГДА ВТ_Срочники.ПенсионныйСчет ЕСТЬ НЕ NULL 
			ТОГДА ВЫБОР
					КОГДА ВТ_ОстаткиВыплат.Остаток <= 0
						ТОГДА ВТ_ПоследниеВыплаты.ПоследняяВыплата
					КОГДА ВТ_ОстаткиВыплат.Остаток > 0
						ТОГДА ДОБАВИТЬКДАТЕ(&КонецПериода, МЕСЯЦ, ВТ_ОстаткиВыплат.Остаток * ВТ_ПериодичностьВыплат.ИнтервалВыплат)
					ИНАЧЕ ""-""
				КОНЕЦ
		ИНАЧЕ ""-""
	КОНЕЦ",case_when,ВТ_ПоследниеВыплаты,ПоследняяВыплата,ВТ_ПоследниеВыплаты
296,ДатаОкончанияВыплат24,"ВЫБОР
		КОГДА ВТ_СостоянияПенсионныхСчетов.Состояние = ЗНАЧЕНИЕ(Перечисление.уп_СостоянияПС.НакопительныйПериод)
			ТОГДА ""-""
		КОГДА ВТ_СостоянияПенсионныхСчетов.Состояние = ЗНАЧЕНИЕ(Перечисление.уп_СостоянияПС.ПодготовкаКЗакрытию)
			ТОГДА ""-""
		КОГДА ВТ_Схемы_Свойства.ТипПенсионнойСхемы <> ЗНАЧЕНИЕ(Перечисление.уп_ТипыПенсионныхСхем.СрочныхВыплат)
			ТОГДА ""-""
		КОГДА ВТ_ДатыОкончанияСрочныхВыплат.ДатаОкончанияСВ ЕСТЬ НЕ NULL 
			ТОГДА ВТ_ДатыОкончанияСрочныхВыплат.ДатаОкончанияСВ
		КОГДА ВТ_СостоянияПенсионныхСчетов.Состояние = ЗНАЧЕНИЕ(Перечисление.уп_СостоянияПС.Закрыт)
				И ВТ_ПС_Свойства_ТранзитныеОбязательства.ПричинаЗакрытия = ЗНАЧЕНИЕ(Перечисление.уп_ПричиныЗакрытияПС.ДоговорВыполнен)
			ТОГДА ВЫБОР
					КОГДА ВТ_ОстаткиВыплат.Остаток ЕСТЬ NULL
						ТОГДА ВТ_ПоследниеВыплатыПоРегиструВыплат.ПоследняяВыплата
					КОГДА ВТ_ПС_Свойства_ТранзитныеОбязательства.ПричинаЗакрытия = ЗНАЧЕНИЕ(Перечисление.уп_ПричиныЗакрытияПС.ДоговорВыполнен)
						ТОГДА ВЫБОР
								КОГДА ВТ_ОстаткиВыплат.Остаток ЕСТЬ NULL
									ТОГДА ВТ_СостоянияПенсионныхСчетов.Период
								КОГДА ВТ_ОстаткиВыплат.Остаток > 0
									ТОГДА ВТ_СостоянияПенсионныхСчетов.Период
								КОГДА ВТ_ОстаткиВыплат.Остаток = 0
										И ВТ_СостоянияПенсионныхСчетов.Период > ВТ_ПоследниеВыплаты.ПоследняяВыплата
									ТОГДА ВТ_ПоследниеВыплаты.ПоследняяВыплата
								ИНАЧЕ ВТ_СостоянияПенсионныхСчетов.Период
							КОНЕЦ
					ИНАЧЕ ""-""
				КОНЕЦ
		КОГДА ВТ_Срочники.ПенсионныйСчет ЕСТЬ НЕ NULL 
			ТОГДА ВЫБОР
					КОГДА ВТ_ОстаткиВыплат.Остаток <= 0
						ТОГДА ВТ_ПоследниеВыплаты.ПоследняяВыплата
					КОГДА ВТ_ОстаткиВыплат.Остаток > 0
						ТОГДА ДОБАВИТЬКДАТЕ(&КонецПериода, МЕСЯЦ, ВТ_ОстаткиВыплат.Остаток * ВТ_ПериодичностьВыплат.ИнтервалВыплат)
					ИНАЧЕ ""-""
				КОНЕЦ
		ИНАЧЕ ""-""
	КОНЕЦ",case_when,ВТ_Срочники,ПенсионныйСчет,ВТ_Срочники
296,ДатаОкончанияВыплат24,"ВЫБОР
		КОГДА ВТ_СостоянияПенсионныхСчетов.Состояние = ЗНАЧЕНИЕ(Перечисление.уп_СостоянияПС.НакопительныйПериод)
			ТОГДА ""-""
		КОГДА ВТ_СостоянияПенсионныхСчетов.Состояние = ЗНАЧЕНИЕ(Перечисление.уп_СостоянияПС.ПодготовкаКЗакрытию)
			ТОГДА ""-""
		КОГДА ВТ_Схемы_Свойства.ТипПенсионнойСхемы <> ЗНАЧЕНИЕ(Перечисление.уп_ТипыПенсионныхСхем.СрочныхВыплат)
			ТОГДА ""-""
		КОГДА ВТ_ДатыОкончанияСрочныхВыплат.ДатаОкончанияСВ ЕСТЬ НЕ NULL 
			ТОГДА ВТ_ДатыОкончанияСрочныхВыплат.ДатаОкончанияСВ
		КОГДА ВТ_СостоянияПенсионныхСчетов.Состояние = ЗНАЧЕНИЕ(Перечисление.уп_СостоянияПС.Закрыт)
				И ВТ_ПС_Свойства_ТранзитныеОбязательства.ПричинаЗакрытия = ЗНАЧЕНИЕ(Перечисление.уп_ПричиныЗакрытияПС.ДоговорВыполнен)
			ТОГДА ВЫБОР
					КОГДА ВТ_ОстаткиВыплат.Остаток ЕСТЬ NULL
						ТОГДА ВТ_ПоследниеВыплатыПоРегиструВыплат.ПоследняяВыплата
					КОГДА ВТ_ПС_Свойства_ТранзитныеОбязательства.ПричинаЗакрытия = ЗНАЧЕНИЕ(Перечисление.уп_ПричиныЗакрытияПС.ДоговорВыполнен)
						ТОГДА ВЫБОР
								КОГДА ВТ_ОстаткиВыплат.Остаток ЕСТЬ NULL
									ТОГДА ВТ_СостоянияПенсионныхСчетов.Период
								КОГДА ВТ_ОстаткиВыплат.Остаток > 0
									ТОГДА ВТ_СостоянияПенсионныхСчетов.Период
								КОГДА ВТ_ОстаткиВыплат.Остаток = 0
										И ВТ_СостоянияПенсионныхСчетов.Период > ВТ_ПоследниеВыплаты.ПоследняяВыплата
									ТОГДА ВТ_ПоследниеВыплаты.ПоследняяВыплата
								ИНАЧЕ ВТ_СостоянияПенсионныхСчетов.Период
							КОНЕЦ
					ИНАЧЕ ""-""
				КОНЕЦ
		КОГДА ВТ_Срочники.ПенсионныйСчет ЕСТЬ НЕ NULL 
			ТОГДА ВЫБОР
					КОГДА ВТ_ОстаткиВыплат.Остаток <= 0
						ТОГДА ВТ_ПоследниеВыплаты.ПоследняяВыплата
					КОГДА ВТ_ОстаткиВыплат.Остаток > 0
						ТОГДА ДОБАВИТЬКДАТЕ(&КонецПериода, МЕСЯЦ, ВТ_ОстаткиВыплат.Остаток * ВТ_ПериодичностьВыплат.ИнтервалВыплат)
					ИНАЧЕ ""-""
				КОНЕЦ
		ИНАЧЕ ""-""
	КОНЕЦ",case_when,ВТ_ПериодичностьВыплат,ИнтервалВыплат,ВТ_ПериодичностьВыплат
296,ДатаВыходаУчастника25,"ВЫБОР
		КОГДА НЕ (ВТ_ТранзитныеВиды.ДатаОкончанияОбязательств ЕСТЬ NULL)
			ТОГДА ВТ_ТранзитныеВиды.ДатаОкончанияОбязательств
		КОГДА ВТ_СостоянияПенсионныхСчетов.Состояние = ЗНАЧЕНИЕ(Перечисление.уп_СостоянияПС.Закрыт)
				И ВТ_ПС_Свойства_ТранзитныеОбязательства.ПричинаЗакрытия = ЗНАЧЕНИЕ(Перечисление.уп_ПричиныЗакрытияПС.Досрочное)
			ТОГДА ВТ_СостоянияПенсионныхСчетов.Период
		КОГДА ВТ_СостоянияПенсионныхСчетов.Состояние = ЗНАЧЕНИЕ(Перечисление.уп_СостоянияПС.Закрыт)
			ТОГДА ВЫБОР ВТ_ПС_Свойства_ТранзитныеОбязательства.ПричинаЗакрытия
					КОГДА ЗНАЧЕНИЕ(Перечисление.уп_ПричиныЗакрытияПС.ДоговорВыполнен)
						ТОГДА ВЫБОР
								КОГДА ВТ_ОстаткиВыплат.Остаток ЕСТЬ NULL
									ТОГДА ВТ_СостоянияПенсионныхСчетов.Период
								КОГДА ВТ_ОстаткиВыплат.Остаток > 0
									ТОГДА ВТ_СостоянияПенсионныхСчетов.Период
								КОГДА ВТ_ОстаткиВыплат.Остаток = 0
										И ВТ_СостоянияПенсионныхСчетов.Период > ВТ_ПоследниеВыплаты.ПоследняяВыплата
									ТОГДА ВТ_ПоследниеВыплаты.ПоследняяВыплата
								ИНАЧЕ ВТ_СостоянияПенсионныхСчетов.Период
							КОНЕЦ
					ИНАЧЕ ВТ_СостоянияПенсионныхСчетов.Период
				КОНЕЦ
		ИНАЧЕ ""-""
	КОНЕЦ",case_when,ВТ_ТранзитныеВиды,ДатаОкончанияОбязательств,ВТ_ТранзитныеВидыНачалоКонец_Суммы
296,ДатаВыходаУчастника25,"ВЫБОР
		КОГДА НЕ (ВТ_ТранзитныеВиды.ДатаОкончанияОбязательств ЕСТЬ NULL)
			ТОГДА ВТ_ТранзитныеВиды.ДатаОкончанияОбязательств
		КОГДА ВТ_СостоянияПенсионныхСчетов.Состояние = ЗНАЧЕНИЕ(Перечисление.уп_СостоянияПС.Закрыт)
				И ВТ_ПС_Свойства_ТранзитныеОбязательства.ПричинаЗакрытия = ЗНАЧЕНИЕ(Перечисление.уп_ПричиныЗакрытияПС.Досрочное)
			ТОГДА ВТ_СостоянияПенсионныхСчетов.Период
		КОГДА ВТ_СостоянияПенсионныхСчетов.Состояние = ЗНАЧЕНИЕ(Перечисление.уп_СостоянияПС.Закрыт)
			ТОГДА ВЫБОР ВТ_ПС_Свойства_ТранзитныеОбязательства.ПричинаЗакрытия
					КОГДА ЗНАЧЕНИЕ(Перечисление.уп_ПричиныЗакрытияПС.ДоговорВыполнен)
						ТОГДА ВЫБОР
								КОГДА ВТ_ОстаткиВыплат.Остаток ЕСТЬ NULL
									ТОГДА ВТ_СостоянияПенсионныхСчетов.Период
								КОГДА ВТ_ОстаткиВыплат.Остаток > 0
									ТОГДА ВТ_СостоянияПенсионныхСчетов.Период
								КОГДА ВТ_ОстаткиВыплат.Остаток = 0
										И ВТ_СостоянияПенсионныхСчетов.Период > ВТ_ПоследниеВыплаты.ПоследняяВыплата
									ТОГДА ВТ_ПоследниеВыплаты.ПоследняяВыплата
								ИНАЧЕ ВТ_СостоянияПенсионныхСчетов.Период
							КОНЕЦ
					ИНАЧЕ ВТ_СостоянияПенсионныхСчетов.Период
				КОНЕЦ
		ИНАЧЕ ""-""
	КОНЕЦ",case_when,ВТ_СостоянияПенсионныхСчетов,Состояние,ВТ_СостоянияПенсионныхСчетов
296,ДатаВыходаУчастника25,"ВЫБОР
		КОГДА НЕ (ВТ_ТранзитныеВиды.ДатаОкончанияОбязательств ЕСТЬ NULL)
			ТОГДА ВТ_ТранзитныеВиды.ДатаОкончанияОбязательств
		КОГДА ВТ_СостоянияПенсионныхСчетов.Состояние = ЗНАЧЕНИЕ(Перечисление.уп_СостоянияПС.Закрыт)
				И ВТ_ПС_Свойства_ТранзитныеОбязательства.ПричинаЗакрытия = ЗНАЧЕНИЕ(Перечисление.уп_ПричиныЗакрытияПС.Досрочное)
			ТОГДА ВТ_СостоянияПенсионныхСчетов.Период
		КОГДА ВТ_СостоянияПенсионныхСчетов.Состояние = ЗНАЧЕНИЕ(Перечисление.уп_СостоянияПС.Закрыт)
			ТОГДА ВЫБОР ВТ_ПС_Свойства_ТранзитныеОбязательства.ПричинаЗакрытия
					КОГДА ЗНАЧЕНИЕ(Перечисление.уп_ПричиныЗакрытияПС.ДоговорВыполнен)
						ТОГДА ВЫБОР
								КОГДА ВТ_ОстаткиВыплат.Остаток ЕСТЬ NULL
									ТОГДА ВТ_СостоянияПенсионныхСчетов.Период
								КОГДА ВТ_ОстаткиВыплат.Остаток > 0
									ТОГДА ВТ_СостоянияПенсионныхСчетов.Период
								КОГДА ВТ_ОстаткиВыплат.Остаток = 0
										И ВТ_СостоянияПенсионныхСчетов.Период > ВТ_ПоследниеВыплаты.ПоследняяВыплата
									ТОГДА ВТ_ПоследниеВыплаты.ПоследняяВыплата
								ИНАЧЕ ВТ_СостоянияПенсионныхСчетов.Период
							КОНЕЦ
					ИНАЧЕ ВТ_СостоянияПенсионныхСчетов.Период
				КОНЕЦ
		ИНАЧЕ ""-""
	КОНЕЦ",case_when,ВТ_ПС_Свойства_ТранзитныеОбязательства,ПричинаЗакрытия,ВТ_ПенсионныеСчета_Свойства_ТранзитныеОбязательства
296,ДатаВыходаУчастника25,"ВЫБОР
		КОГДА НЕ (ВТ_ТранзитныеВиды.ДатаОкончанияОбязательств ЕСТЬ NULL)
			ТОГДА ВТ_ТранзитныеВиды.ДатаОкончанияОбязательств
		КОГДА ВТ_СостоянияПенсионныхСчетов.Состояние = ЗНАЧЕНИЕ(Перечисление.уп_СостоянияПС.Закрыт)
				И ВТ_ПС_Свойства_ТранзитныеОбязательства.ПричинаЗакрытия = ЗНАЧЕНИЕ(Перечисление.уп_ПричиныЗакрытияПС.Досрочное)
			ТОГДА ВТ_СостоянияПенсионныхСчетов.Период
		КОГДА ВТ_СостоянияПенсионныхСчетов.Состояние = ЗНАЧЕНИЕ(Перечисление.уп_СостоянияПС.Закрыт)
			ТОГДА ВЫБОР ВТ_ПС_Свойства_ТранзитныеОбязательства.ПричинаЗакрытия
					КОГДА ЗНАЧЕНИЕ(Перечисление.уп_ПричиныЗакрытияПС.ДоговорВыполнен)
						ТОГДА ВЫБОР
								КОГДА ВТ_ОстаткиВыплат.Остаток ЕСТЬ NULL
									ТОГДА ВТ_СостоянияПенсионныхСчетов.Период
								КОГДА ВТ_ОстаткиВыплат.Остаток > 0
									ТОГДА ВТ_СостоянияПенсионныхСчетов.Период
								КОГДА ВТ_ОстаткиВыплат.Остаток = 0
										И ВТ_СостоянияПенсионныхСчетов.Период > ВТ_ПоследниеВыплаты.ПоследняяВыплата
									ТОГДА ВТ_ПоследниеВыплаты.ПоследняяВыплата
								ИНАЧЕ ВТ_СостоянияПенсионныхСчетов.Период
							КОНЕЦ
					ИНАЧЕ ВТ_СостоянияПенсионныхСчетов.Период
				КОНЕЦ
		ИНАЧЕ ""-""
	КОНЕЦ",case_when,ВТ_СостоянияПенсионныхСчетов,Период,ВТ_СостоянияПенсионныхСчетов
296,ДатаВыходаУчастника25,"ВЫБОР
		КОГДА НЕ (ВТ_ТранзитныеВиды.ДатаОкончанияОбязательств ЕСТЬ NULL)
			ТОГДА ВТ_ТранзитныеВиды.ДатаОкончанияОбязательств
		КОГДА ВТ_СостоянияПенсионныхСчетов.Состояние = ЗНАЧЕНИЕ(Перечисление.уп_СостоянияПС.Закрыт)
				И ВТ_ПС_Свойства_ТранзитныеОбязательства.ПричинаЗакрытия = ЗНАЧЕНИЕ(Перечисление.уп_ПричиныЗакрытияПС.Досрочное)
			ТОГДА ВТ_СостоянияПенсионныхСчетов.Период
		КОГДА ВТ_СостоянияПенсионныхСчетов.Состояние = ЗНАЧЕНИЕ(Перечисление.уп_СостоянияПС.Закрыт)
			ТОГДА ВЫБОР ВТ_ПС_Свойства_ТранзитныеОбязательства.ПричинаЗакрытия
					КОГДА ЗНАЧЕНИЕ(Перечисление.уп_ПричиныЗакрытияПС.ДоговорВыполнен)
						ТОГДА ВЫБОР
								КОГДА ВТ_ОстаткиВыплат.Остаток ЕСТЬ NULL
									ТОГДА ВТ_СостоянияПенсионныхСчетов.Период
								КОГДА ВТ_ОстаткиВыплат.Остаток > 0
									ТОГДА ВТ_СостоянияПенсионныхСчетов.Период
								КОГДА ВТ_ОстаткиВыплат.Остаток = 0
										И ВТ_СостоянияПенсионныхСчетов.Период > ВТ_ПоследниеВыплаты.ПоследняяВыплата
									ТОГДА ВТ_ПоследниеВыплаты.ПоследняяВыплата
								ИНАЧЕ ВТ_СостоянияПенсионныхСчетов.Период
							КОНЕЦ
					ИНАЧЕ ВТ_СостоянияПенсионныхСчетов.Период
				КОНЕЦ
		ИНАЧЕ ""-""
	КОНЕЦ",case_when,ВТ_ОстаткиВыплат,Остаток,ВТ_ОстаткиВыплат
296,ДатаВыходаУчастника25,"ВЫБОР
		КОГДА НЕ (ВТ_ТранзитныеВиды.ДатаОкончанияОбязательств ЕСТЬ NULL)
			ТОГДА ВТ_ТранзитныеВиды.ДатаОкончанияОбязательств
		КОГДА ВТ_СостоянияПенсионныхСчетов.Состояние = ЗНАЧЕНИЕ(Перечисление.уп_СостоянияПС.Закрыт)
				И ВТ_ПС_Свойства_ТранзитныеОбязательства.ПричинаЗакрытия = ЗНАЧЕНИЕ(Перечисление.уп_ПричиныЗакрытияПС.Досрочное)
			ТОГДА ВТ_СостоянияПенсионныхСчетов.Период
		КОГДА ВТ_СостоянияПенсионныхСчетов.Состояние = ЗНАЧЕНИЕ(Перечисление.уп_СостоянияПС.Закрыт)
			ТОГДА ВЫБОР ВТ_ПС_Свойства_ТранзитныеОбязательства.ПричинаЗакрытия
					КОГДА ЗНАЧЕНИЕ(Перечисление.уп_ПричиныЗакрытияПС.ДоговорВыполнен)
						ТОГДА ВЫБОР
								КОГДА ВТ_ОстаткиВыплат.Остаток ЕСТЬ NULL
									ТОГДА ВТ_СостоянияПенсионныхСчетов.Период
								КОГДА ВТ_ОстаткиВыплат.Остаток > 0
									ТОГДА ВТ_СостоянияПенсионныхСчетов.Период
								КОГДА ВТ_ОстаткиВыплат.Остаток = 0
										И ВТ_СостоянияПенсионныхСчетов.Период > ВТ_ПоследниеВыплаты.ПоследняяВыплата
									ТОГДА ВТ_ПоследниеВыплаты.ПоследняяВыплата
								ИНАЧЕ ВТ_СостоянияПенсионныхСчетов.Период
							КОНЕЦ
					ИНАЧЕ ВТ_СостоянияПенсионныхСчетов.Период
				КОНЕЦ
		ИНАЧЕ ""-""
	КОНЕЦ",case_when,ВТ_ПоследниеВыплаты,ПоследняяВыплата,ВТ_ПоследниеВыплаты
296,Взносы26,ВТ_ТранзитныеВиды.Взносы26,field_ref,ВТ_ТранзитныеВиды,Взносы26,ВТ_ТранзитныеВидыНачалоКонец_Суммы
296,ИнвестиционныйДоход27,ВТ_ТранзитныеВиды.ИнвестиционныйДоход27,field_ref,ВТ_ТранзитныеВиды,ИнвестиционныйДоход27,ВТ_ТранзитныеВидыНачалоКонец_Суммы
296,Перевод28,ВТ_ТранзитныеВиды.Перевод28,field_ref,ВТ_ТранзитныеВиды,Перевод28,ВТ_ТранзитныеВидыНачалоКонец_Суммы
296,ПереводВРезервы28а,ВТ_ТранзитныеВиды.ПереводВРезервы28а,field_ref,ВТ_ТранзитныеВиды,ПереводВРезервы28а,ВТ_ТранзитныеВидыНачалоКонец_Суммы
296,ИныеПереводы29,ВТ_ТранзитныеВиды.ИныеПереводы29,field_ref,ВТ_ТранзитныеВиды,ИныеПереводы29,ВТ_ТранзитныеВидыНачалоКонец_Суммы
296,Пенсия30,ВТ_ТранзитныеВиды.Пенсия30,field_ref,ВТ_ТранзитныеВиды,Пенсия30,ВТ_ТранзитныеВидыНачалоКонец_Суммы
296,ВыкупнаяСумма31,ВТ_ТранзитныеВиды.ВыкупнаяСумма31,field_ref,ВТ_ТранзитныеВиды,ВыкупнаяСумма31,ВТ_ТранзитныеВидыНачалоКонец_Суммы
296,ВыплатаПравопреемникам32,ВТ_ТранзитныеВиды.ВыплатаПравопреемникам32,field_ref,ВТ_ТранзитныеВиды,ВыплатаПравопреемникам32,ВТ_ТранзитныеВидыНачалоКонец_Суммы
296,КонечныйОстаток33,ВТ_ТранзитныеВиды.КонечныйОстаток33,field_ref,ВТ_ТранзитныеВиды,КонечныйОстаток33,ВТ_ТранзитныеВидыНачалоКонец_Суммы
296,СуммаОбязательствПоВСНаКонец34,"ВЫБОР ВТ_ПенсионныеСчета_Свойства.НаличиеСПТ
		КОГДА ИСТИНА
			ТОГДА
				ВЫБОР
					КОГДА НЕ (ВТ_ТранзитныеВиды.ДатаОкончанияОбязательств ЕСТЬ NULL)
						ТОГДА 0
	    			ИНАЧЕ ВЫРАЗИТЬ(ЕСТЬNULL(ВТ_Суммы.ОбязательстваПоВыкупнойСумме, 0) * ISNULL(ВТ_РасчетнаяДатаВС.КоэффСреднеВзвешенный, 0) КАК ЧИСЛО(25,2)) 
				КОНЕЦ 
        ИНАЧЕ 0
    КОНЕЦ",case_when,ВТ_ПенсионныеСчета_Свойства,НаличиеСПТ,ВТ_ПенсионныеСчета_Свойства
296,СуммаОбязательствПоВСНаКонец34,"ВЫБОР ВТ_ПенсионныеСчета_Свойства.НаличиеСПТ
		КОГДА ИСТИНА
			ТОГДА
				ВЫБОР
					КОГДА НЕ (ВТ_ТранзитныеВиды.ДатаОкончанияОбязательств ЕСТЬ NULL)
						ТОГДА 0
	    			ИНАЧЕ ВЫРАЗИТЬ(ЕСТЬNULL(ВТ_Суммы.ОбязательстваПоВыкупнойСумме, 0) * ISNULL(ВТ_РасчетнаяДатаВС.КоэффСреднеВзвешенный, 0) КАК ЧИСЛО(25,2)) 
				КОНЕЦ 
        ИНАЧЕ 0
    КОНЕЦ",case_when,ВТ_ТранзитныеВиды,ДатаОкончанияОбязательств,ВТ_ТранзитныеВидыНачалоКонец_Суммы
296,СуммаОбязательствПоВСНаКонец34,"ВЫБОР ВТ_ПенсионныеСчета_Свойства.НаличиеСПТ
		КОГДА ИСТИНА
			ТОГДА
				ВЫБОР
					КОГДА НЕ (ВТ_ТранзитныеВиды.ДатаОкончанияОбязательств ЕСТЬ NULL)
						ТОГДА 0
	    			ИНАЧЕ ВЫРАЗИТЬ(ЕСТЬNULL(ВТ_Суммы.ОбязательстваПоВыкупнойСумме, 0) * ISNULL(ВТ_РасчетнаяДатаВС.КоэффСреднеВзвешенный, 0) КАК ЧИСЛО(25,2)) 
				КОНЕЦ 
        ИНАЧЕ 0
    КОНЕЦ",case_when,ВТ_Суммы,ОбязательстваПоВыкупнойСумме,ВТ_Суммы
296,СуммаОбязательствПоВСНаКонец34,"ВЫБОР ВТ_ПенсионныеСчета_Свойства.НаличиеСПТ
		КОГДА ИСТИНА
			ТОГДА
				ВЫБОР
					КОГДА НЕ (ВТ_ТранзитныеВиды.ДатаОкончанияОбязательств ЕСТЬ NULL)
						ТОГДА 0
	    			ИНАЧЕ ВЫРАЗИТЬ(ЕСТЬNULL(ВТ_Суммы.ОбязательстваПоВыкупнойСумме, 0) * ISNULL(ВТ_РасчетнаяДатаВС.КоэффСреднеВзвешенный, 0) КАК ЧИСЛО(25,2)) 
				КОНЕЦ 
        ИНАЧЕ 0
    КОНЕЦ",case_when,ВТ_РасчетнаяДатаВС,КоэффСреднеВзвешенный,ВТ_РасчетнаяДатаВС
296,СуммаОбязательствПередППНаКонец35,"ВЫБОР
		КОГДА НЕ (ВТ_ТранзитныеВиды.ДатаОкончанияОбязательств ЕСТЬ NULL)
			ТОГДА 0
	    ИНАЧЕ ЕСТЬNULL(ВТ_ОстаткиНаследников.СуммаОстатокНачисленный, 0) 
	КОНЕЦ",case_when,ВТ_ТранзитныеВиды,ДатаОкончанияОбязательств,ВТ_ТранзитныеВидыНачалоКонец_Суммы
296,СуммаОбязательствПередППНаКонец35,"ВЫБОР
		КОГДА НЕ (ВТ_ТранзитныеВиды.ДатаОкончанияОбязательств ЕСТЬ NULL)
			ТОГДА 0
	    ИНАЧЕ ЕСТЬNULL(ВТ_ОстаткиНаследников.СуммаОстатокНачисленный, 0) 
	КОНЕЦ",case_when,ВТ_ОстаткиНаследников,СуммаОстатокНачисленный,ВТ_ОстаткиНаследников
296,ИдентификаторВкладчика,ВТ_ИдентификаторыКонтрагентов_Новые.ИдентификаторИНН,field_ref,ВТ_ИдентификаторыКонтрагентов_Новые,ИдентификаторИНН,ВТ_ИдентификаторыКонтрагентов
296,ИдентификаторУчастника,ВТ_ИдентификаторыКонтрагентов_Участники.ИдентификаторИНН,field_ref,ВТ_ИдентификаторыКонтрагентов_Участники,ИдентификаторИНН,ВТ_ИдентификаторыКонтрагентов
296,СрокГарантированногоДохода16_Расшифровка,ВТ_МГД.СрокГарантированногоДохода_Расшифровка,field_ref,ВТ_МГД,СрокГарантированногоДохода_Расшифровка,ВТ_МГД
296,ЗависимостьУровняИндексации18_Расшифровка,ВТ_ПенсионныеДоговоры_Свойства.УровеньИндексацииРасшифровка,field_ref,ВТ_ПенсионныеДоговоры_Свойства,УровеньИндексацииРасшифровка,ВТ_ПенсионныеДоговоры_Свойства
296,ТипДоговора36,"ISNULL(ВТ_ПС_Свойства_ТранзитныеОбязательства.ТипДоговораДляЕПС, 
			ISNULL(ВТ_ПенсионныеДоговоры_Свойства.ТипДоговораДляЕПС, 
				ISNULL(ВТ_ПС_Свойства_ТранзитныеОбязательства.ПоСчетуТипДоговораЕПС, ВТ_ПС_Схемы_ТранзитныеОбязательства.ТипДоговораЕПСпоСхеме)))",func_call,ВТ_ПС_Свойства_ТранзитныеОбязательства,ТипДоговораДляЕПС,ВТ_ПенсионныеСчета_Свойства_ТранзитныеОбязательства
296,ТипДоговора36,"ISNULL(ВТ_ПС_Свойства_ТранзитныеОбязательства.ТипДоговораДляЕПС, 
			ISNULL(ВТ_ПенсионныеДоговоры_Свойства.ТипДоговораДляЕПС, 
				ISNULL(ВТ_ПС_Свойства_ТранзитныеОбязательства.ПоСчетуТипДоговораЕПС, ВТ_ПС_Схемы_ТранзитныеОбязательства.ТипДоговораЕПСпоСхеме)))",func_call,ВТ_ПенсионныеДоговоры_Свойства,ТипДоговораДляЕПС,ВТ_ПенсионныеДоговоры_Свойства
296,ТипДоговора36,"ISNULL(ВТ_ПС_Свойства_ТранзитныеОбязательства.ТипДоговораДляЕПС, 
			ISNULL(ВТ_ПенсионныеДоговоры_Свойства.ТипДоговораДляЕПС, 
				ISNULL(ВТ_ПС_Свойства_ТранзитныеОбязательства.ПоСчетуТипДоговораЕПС, ВТ_ПС_Схемы_ТранзитныеОбязательства.ТипДоговораЕПСпоСхеме)))",func_call,ВТ_ПС_Свойства_ТранзитныеОбязательства,ПоСчетуТипДоговораЕПС,ВТ_ПенсионныеСчета_Свойства_ТранзитныеОбязательства
