node_id,alias,primary_table,is_virtual,join_type
88,ВТ_ТранзитныеВидыНачалоКонец,ВТ_ТранзитныеВидыНачалоКонец,1,ИЗ
88,уп_ЗадолженностьПоПенсиям,РегистрНакопления.уп_ЗадолженностьПоПенсиям,0,ЛЕВОЕ_СОЕДИНЕНИЕ
88,ВТ_ТранзитныеВидыНачалоКонец.ВидОбязательств,ВТ_ТранзитныеВидыНачалоКонец.ВидОбязательств,0,FROM
88,ВТ_ТранзитныеВидыНачалоКонец.ДатаОпределенияОбязательств,ВТ_ТранзитныеВидыНачалоКонец.ДатаОпределенияОбязательств,0,FROM
88,ВТ_ТранзитныеВидыНачалоКонец.ДатаОкончанияОбязательств,ВТ_ТранзитныеВидыНачалоКонец.ДатаОкончанияОбязательств,0,FROM
89,ВТ_ТранзитныеВидыНачалоКонец,ВТ_ТранзитныеВидыНачалоКонец,1,ИЗ
89,уп_НачисленияПенсий,РегистрНакопления.уп_НачисленияПенсий,0,ЛЕВОЕ_СОЕДИНЕНИЕ
89,ВТ_ТранзитныеВидыНачалоКонец.ВидОбязательств,ВТ_ТранзитныеВидыНачалоКонец.ВидОбязательств,0,FROM
89,ВТ_ТранзитныеВидыНачалоКонец.ДатаОпределенияОбязательств,ВТ_ТранзитныеВидыНачалоКонец.ДатаОпределенияОбязательств,0,FROM
89,ВТ_ТранзитныеВидыНачалоКонец.ДатаОкончанияОбязательств,ВТ_ТранзитныеВидыНачалоКонец.ДатаОкончанияОбязательств,0,FROM
89,ВидОбязательств,ВТ_ТранзитныеВидыНачалоКонец.ВидОбязательств,0,FROM
89,ДатаОпределенияОбязательств,ВТ_ТранзитныеВидыНачалоКонец.ДатаОпределенияОбязательств,0,FROM
89,ДатаОкончанияОбязательств,ВТ_ТранзитныеВидыНачалоКонец.ДатаОкончанияОбязательств,0,FROM
89,0,0,0,FROM
89,СУММА,СУММА,0,FROM
89,уп_ПрочиеНачисления,РегистрНакопления.уп_ПрочиеНачисления,0,ЛЕВОЕ_СОЕДИНЕНИЕ
89,уп_ОтвергнутыеПлатежиПенсийНПО,РегистрНакопления.уп_ОтвергнутыеПлатежиПенсийНПО,0,ЛЕВОЕ_СОЕДИНЕНИЕ
89,уп_ОтвергнутыеПлатежиПрочиеНачисленияНПО,РегистрНакопления.уп_ОтвергнутыеПлатежиПрочиеНачисленияНПО,0,ЛЕВОЕ_СОЕДИНЕНИЕ
90,ВТ_ТранзитныеВидыНачалоКонец,ВТ_ТранзитныеВидыНачалоКонец,1,ИЗ
90,уп_НачисленияПенсий,РегистрНакопления.уп_НачисленияПенсий,0,ЛЕВОЕ_СОЕДИНЕНИЕ
90,ВТ_ТранзитныеВидыНачалоКонец.ВидОбязательств,ВТ_ТранзитныеВидыНачалоКонец.ВидОбязательств,0,FROM
90,ВТ_ТранзитныеВидыНачалоКонец.ДатаОпределенияОбязательств,ВТ_ТранзитныеВидыНачалоКонец.ДатаОпределенияОбязательств,0,FROM
90,ВТ_ТранзитныеВидыНачалоКонец.ДатаОкончанияОбязательств,ВТ_ТранзитныеВидыНачалоКонец.ДатаОкончанияОбязательств,0,FROM
91,ВТ_ТранзитныеВидыНачалоКонец,ВТ_ТранзитныеВидыНачалоКонец,1,ИЗ
